year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,delay_rate,cancel_rate,total_delay_minutes,period
2021,9,B6,JetBlue Airways,RNO,"Reno, NV: Reno/Tahoe International",50.0,13.0,7.88,0.0,2.24,0.0,2.87,1.0,1.0,857.0,435.0,0.0,106.0,0.0,316.0,0.26,0.02,857.0,2021-09-01
2021,9,B6,JetBlue Airways,ROC,"Rochester, NY: Greater Rochester International",30.0,5.0,3.32,1.0,0.0,0.0,0.68,1.0,0.0,370.0,185.0,166.0,0.0,0.0,19.0,0.16666666666666666,0.03333333333333333,370.0,2021-09-01
2021,9,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",224.0,42.0,22.41,0.94,9.13,0.0,9.51,8.0,1.0,3393.0,1779.0,16.0,415.0,0.0,1183.0,0.1875,0.03571428571428571,3393.0,2021-09-01
2021,9,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",169.0,17.0,7.7,0.0,3.05,0.15,6.09,2.0,0.0,1357.0,528.0,0.0,156.0,4.0,669.0,0.10059171597633136,0.011834319526627219,1357.0,2021-09-01
2021,9,B6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",82.0,6.0,3.57,1.0,1.43,0.0,0.0,3.0,0.0,839.0,438.0,349.0,52.0,0.0,0.0,0.07317073170731707,0.036585365853658534,839.0,2021-09-01
2021,9,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",101.0,24.0,11.09,1.08,8.54,0.0,3.29,4.0,0.0,1921.0,913.0,312.0,433.0,0.0,263.0,0.2376237623762376,0.039603960396039604,1921.0,2021-09-01
2021,9,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",489.0,87.0,45.33,4.35,15.26,0.0,22.06,8.0,0.0,6646.0,3580.0,479.0,762.0,0.0,1825.0,0.17791411042944785,0.016359918200409,6646.0,2021-09-01
2021,9,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",37.0,8.0,5.71,0.0,0.35,0.0,1.94,1.0,0.0,596.0,423.0,0.0,12.0,0.0,161.0,0.21621621621621623,0.02702702702702703,596.0,2021-09-01
2021,9,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",754.0,211.0,104.28,6.94,57.61,1.62,40.55,14.0,1.0,14171.0,7130.0,588.0,2765.0,47.0,3641.0,0.27984084880636606,0.01856763925729443,14171.0,2021-09-01
2021,9,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",179.0,34.0,18.88,0.91,10.2,0.0,4.01,5.0,0.0,1594.0,1007.0,31.0,350.0,0.0,206.0,0.18994413407821228,0.027932960893854747,1594.0,2021-09-01
2021,9,B6,JetBlue Airways,SMF,"Sacramento, CA: Sacramento International",21.0,7.0,4.2,1.0,0.0,0.0,1.8,0.0,0.0,991.0,593.0,113.0,0.0,0.0,285.0,0.3333333333333333,0.0,991.0,2021-09-01
2021,9,B6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",53.0,7.0,3.97,0.76,2.27,0.0,0.0,2.0,0.0,742.0,308.0,296.0,138.0,0.0,0.0,0.1320754716981132,0.03773584905660377,742.0,2021-09-01
2021,9,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",64.0,15.0,6.32,0.96,6.23,0.54,0.94,1.0,0.0,822.0,359.0,51.0,302.0,14.0,96.0,0.234375,0.015625,822.0,2021-09-01
2021,9,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",60.0,13.0,5.67,0.0,3.57,0.25,3.51,3.0,0.0,730.0,399.0,0.0,82.0,15.0,234.0,0.21666666666666667,0.05,730.0,2021-09-01
2021,9,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",372.0,85.0,44.71,2.67,20.22,0.0,17.41,6.0,1.0,6373.0,2974.0,704.0,877.0,0.0,1818.0,0.22849462365591397,0.016129032258064516,6373.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",79.0,9.0,5.6,0.0,2.54,0.0,0.86,0.0,0.0,355.0,268.0,0.0,64.0,0.0,23.0,0.11392405063291139,0.0,355.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",81.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,165.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,ALB,"Albany, NY: Albany International",86.0,10.0,8.11,0.0,0.39,0.0,1.5,0.0,0.0,429.0,338.0,0.0,9.0,0.0,82.0,0.11627906976744186,0.0,429.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",288.0,60.0,16.71,0.0,40.02,0.0,3.27,0.0,1.0,1888.0,756.0,0.0,992.0,0.0,140.0,0.20833333333333334,0.0,1888.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",16606.0,1307.0,541.3,39.85,294.52,5.96,425.37,46.0,4.0,86266.0,47519.0,3506.0,9260.0,268.0,25713.0,0.0787064916295315,0.002770083102493075,86266.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,ATW,"Appleton, WI: Appleton International",60.0,5.0,2.87,0.0,0.13,0.0,2.0,0.0,0.0,295.0,238.0,0.0,7.0,0.0,50.0,0.08333333333333333,0.0,295.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",810.0,115.0,55.98,1.61,35.35,0.0,22.05,1.0,8.0,6784.0,3959.0,58.0,1654.0,0.0,1113.0,0.1419753086419753,0.0012345679012345679,6784.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,AVL,"Asheville, NC: Asheville Regional",120.0,6.0,3.96,0.0,1.07,0.0,0.97,0.0,0.0,304.0,242.0,0.0,32.0,0.0,30.0,0.05,0.0,304.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",269.0,27.0,18.63,0.0,5.3,0.0,3.07,0.0,0.0,1840.0,1495.0,0.0,119.0,0.0,226.0,0.10037174721189591,0.0,1840.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,BGR,"Bangor, ME: Bangor International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",245.0,25.0,17.95,0.64,4.23,0.0,2.18,0.0,1.0,1020.0,845.0,21.0,115.0,0.0,39.0,0.10204081632653061,0.0,1020.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",86.0,6.0,5.32,0.0,0.34,0.0,0.33,0.0,0.0,248.0,233.0,0.0,8.0,0.0,7.0,0.06976744186046512,0.0,248.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville International",583.0,52.0,31.94,0.54,11.03,0.0,8.49,1.0,0.0,2500.0,1822.0,39.0,373.0,0.0,266.0,0.08919382504288165,0.0017152658662092624,2500.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",135.0,11.0,7.02,0.0,2.21,0.0,1.77,0.0,0.0,698.0,588.0,0.0,48.0,0.0,62.0,0.08148148148148149,0.0,698.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",1208.0,127.0,54.66,2.81,43.0,0.0,26.53,2.0,0.0,7548.0,3864.0,136.0,1747.0,0.0,1801.0,0.10513245033112582,0.0016556291390728477,7548.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",158.0,16.0,11.61,0.0,2.35,0.0,2.04,0.0,0.0,628.0,502.0,0.0,89.0,0.0,37.0,0.10126582278481013,0.0,628.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",439.0,32.0,19.12,0.0,5.03,1.0,6.85,0.0,0.0,1418.0,1100.0,0.0,93.0,28.0,197.0,0.07289293849658314,0.0,1418.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",115.0,7.0,2.67,0.0,1.0,0.0,3.33,0.0,0.0,911.0,176.0,0.0,626.0,0.0,109.0,0.06086956521739131,0.0,911.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",152.0,13.0,9.42,0.0,0.54,0.0,3.04,0.0,0.0,467.0,357.0,0.0,12.0,0.0,98.0,0.08552631578947369,0.0,467.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,CHA,"Chattanooga, TN: Lovell Field",83.0,5.0,4.54,0.0,0.0,0.0,0.46,0.0,0.0,335.0,299.0,0.0,0.0,0.0,36.0,0.060240963855421686,0.0,335.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",274.0,33.0,19.15,1.0,10.21,0.0,2.64,0.0,0.0,1517.0,1100.0,61.0,238.0,0.0,118.0,0.12043795620437957,0.0,1517.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",37.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,0.02702702702702703,0.0,21.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",224.0,30.0,18.94,0.0,7.9,0.0,3.17,0.0,0.0,1393.0,1083.0,0.0,184.0,0.0,126.0,0.13392857142857142,0.0,1393.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",506.0,37.0,22.76,1.06,9.91,0.0,3.27,0.0,1.0,1880.0,1342.0,55.0,345.0,0.0,138.0,0.07312252964426877,0.0,1880.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",241.0,16.0,8.92,0.4,3.19,0.0,3.49,0.0,0.0,542.0,267.0,30.0,147.0,0.0,98.0,0.06639004149377593,0.0,542.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",504.0,61.0,29.8,2.17,14.86,0.26,13.92,0.0,1.0,3278.0,1937.0,69.0,589.0,55.0,628.0,0.12103174603174603,0.0,3278.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",106.0,18.0,12.19,0.0,2.37,0.0,3.44,0.0,0.0,1339.0,1042.0,0.0,78.0,0.0,219.0,0.16981132075471697,0.0,1339.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,DAL,"Dallas, TX: Dallas Love Field",143.0,25.0,9.36,0.0,14.57,1.0,0.07,0.0,0.0,698.0,267.0,0.0,398.0,31.0,2.0,0.17482517482517482,0.0,698.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",81.0,3.0,1.99,0.0,1.01,0.0,0.0,0.0,0.0,137.0,119.0,0.0,18.0,0.0,0.0,0.037037037037037035,0.0,137.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",571.0,39.0,24.92,0.66,12.6,0.0,0.81,0.0,4.0,1599.0,1193.0,51.0,331.0,0.0,24.0,0.06830122591943957,0.0,1599.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",855.0,127.0,46.42,1.02,61.48,1.0,17.08,1.0,4.0,6829.0,3029.0,24.0,2386.0,45.0,1345.0,0.14853801169590644,0.0011695906432748538,6829.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",873.0,108.0,53.61,0.07,31.9,0.0,22.42,3.0,2.0,6618.0,3219.0,4.0,1797.0,0.0,1598.0,0.12371134020618557,0.003436426116838488,6618.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",28.0,3.0,2.56,0.0,0.04,0.0,0.4,0.0,0.0,198.0,171.0,0.0,3.0,0.0,24.0,0.10714285714285714,0.0,198.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",3969.0,332.0,126.57,13.32,99.19,1.0,91.93,12.0,2.0,24843.0,12160.0,2454.0,3723.0,24.0,6482.0,0.0836482741244646,0.0030234315948601664,24843.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",163.0,18.0,13.82,0.0,2.01,0.0,2.18,0.0,0.0,884.0,736.0,0.0,84.0,0.0,64.0,0.11042944785276074,0.0,884.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,EGE,"Eagle, CO: Eagle County Regional",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",60.0,8.0,4.53,0.0,3.29,0.0,0.18,0.0,0.0,193.0,120.0,0.0,67.0,0.0,6.0,0.13333333333333333,0.0,193.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",314.0,74.0,26.38,1.81,40.84,0.0,4.96,0.0,2.0,7266.0,3158.0,907.0,2990.0,0.0,211.0,0.2356687898089172,0.0,7266.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,EYW,"Key West, FL: Key West International",125.0,21.0,9.14,0.0,9.04,0.0,2.82,0.0,0.0,1498.0,1179.0,0.0,246.0,0.0,73.0,0.168,0.0,1498.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,FAI,"Fairbanks, AK: Fairbanks International",70.0,9.0,5.74,0.0,1.26,1.0,1.0,0.0,0.0,310.0,221.0,0.0,40.0,29.0,20.0,0.12857142857142856,0.0,310.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,FAR,"Fargo, ND: Hector International",30.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,140.0,50.0,0.0,0.0,0.0,90.0,0.06666666666666667,0.0,140.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",65.0,4.0,2.95,0.0,1.05,0.0,0.0,0.0,0.0,130.0,113.0,0.0,17.0,0.0,0.0,0.06153846153846154,0.0,130.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",779.0,94.0,49.0,3.54,27.41,1.0,13.05,6.0,2.0,7081.0,3023.0,1188.0,1603.0,17.0,1250.0,0.12066752246469833,0.007702182284980745,7081.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,GEG,"Spokane, WA: Spokane International",213.0,16.0,10.07,0.0,1.94,0.56,3.42,0.0,0.0,753.0,405.0,0.0,59.0,32.0,257.0,0.07511737089201878,0.0,753.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",30.0,4.0,2.54,0.0,1.46,0.0,0.0,0.0,0.0,93.0,64.0,0.0,29.0,0.0,0.0,0.13333333333333333,0.0,93.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,85.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",193.0,23.0,17.15,0.0,2.49,0.0,3.36,0.0,0.0,1158.0,905.0,0.0,99.0,0.0,154.0,0.11917098445595854,0.0,1158.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",196.0,17.0,11.12,0.0,0.71,0.0,5.17,0.0,1.0,1069.0,834.0,0.0,17.0,0.0,218.0,0.08673469387755102,0.0,1069.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",227.0,13.0,7.84,0.0,2.27,0.0,2.89,0.0,0.0,335.0,218.0,0.0,53.0,0.0,64.0,0.05726872246696035,0.0,335.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",197.0,31.0,18.46,0.0,9.01,1.0,2.53,0.0,0.0,1737.0,1308.0,0.0,283.0,28.0,118.0,0.15736040609137056,0.0,1737.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",193.0,23.0,9.5,2.25,9.02,0.0,2.22,0.0,0.0,2042.0,357.0,1323.0,287.0,0.0,75.0,0.11917098445595854,0.0,2042.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",159.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,36.0,0.0,0.0,20.0,0.0,16.0,0.012578616352201259,0.0,36.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",220.0,20.0,12.45,0.0,3.74,0.0,3.81,0.0,0.0,816.0,594.0,0.0,91.0,0.0,131.0,0.09090909090909091,0.0,816.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",496.0,81.0,28.28,5.76,31.95,0.0,15.01,1.0,3.0,4569.0,1953.0,963.0,960.0,0.0,693.0,0.16330645161290322,0.0020161290322580645,4569.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",62.0,5.0,3.27,0.0,0.0,0.0,1.73,0.0,0.0,144.0,113.0,0.0,0.0,0.0,31.0,0.08064516129032258,0.0,144.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,ILM,"Wilmington, NC: Wilmington International",47.0,1.0,0.88,0.0,0.13,0.0,0.0,0.0,0.0,16.0,14.0,0.0,2.0,0.0,0.0,0.02127659574468085,0.0,16.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",359.0,35.0,18.36,0.0,8.07,0.0,8.57,0.0,0.0,1192.0,673.0,0.0,255.0,0.0,264.0,0.09749303621169916,0.0,1192.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",141.0,20.0,12.3,0.0,5.7,0.0,2.0,0.0,0.0,685.0,506.0,0.0,124.0,0.0,55.0,0.14184397163120568,0.0,685.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",210.0,19.0,15.45,0.0,0.37,0.0,3.18,0.0,0.0,1418.0,1176.0,0.0,10.0,0.0,232.0,0.09047619047619047,0.0,1418.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",322.0,46.0,33.31,0.0,5.3,0.0,7.39,0.0,0.0,1785.0,1365.0,0.0,159.0,0.0,261.0,0.14285714285714285,0.0,1785.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1656.0,213.0,79.51,10.21,62.82,1.0,59.47,18.0,20.0,28210.0,10538.0,3474.0,5783.0,41.0,8374.0,0.1286231884057971,0.010869565217391304,28210.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,JNU,"Juneau, AK: Juneau International",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",51.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,263.0,235.0,0.0,28.0,0.0,0.0,0.058823529411764705,0.0,263.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1072.0,106.0,56.65,2.39,30.3,2.0,14.66,0.0,2.0,6803.0,4469.0,150.0,992.0,61.0,1131.0,0.09888059701492537,0.0,6803.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2406.0,226.0,103.34,4.72,76.86,3.47,37.62,29.0,3.0,13258.0,7091.0,204.0,2249.0,104.0,3610.0,0.09393183707398171,0.012053200332502078,13258.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,LEX,"Lexington, KY: Blue Grass",75.0,10.0,5.54,0.0,3.46,0.0,1.0,0.0,0.0,319.0,161.0,0.0,82.0,0.0,76.0,0.13333333333333333,0.0,319.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1568.0,167.0,65.12,11.95,45.11,0.36,44.47,28.0,16.0,20671.0,7125.0,5853.0,4216.0,39.0,3438.0,0.10650510204081633,0.017857142857142856,20671.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",41.0,3.0,1.01,0.0,1.22,0.0,0.77,0.0,0.0,246.0,116.0,0.0,70.0,0.0,60.0,0.07317073170731707,0.0,246.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",158.0,16.0,8.94,0.0,2.96,0.0,4.09,0.0,0.0,725.0,409.0,0.0,146.0,0.0,170.0,0.10126582278481013,0.0,725.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",526.0,39.0,22.08,1.05,7.85,0.0,8.01,0.0,0.0,1508.0,942.0,67.0,255.0,0.0,244.0,0.0741444866920152,0.0,1508.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1366.0,174.0,95.86,2.08,54.77,0.8,20.49,4.0,1.0,8575.0,5049.0,63.0,1985.0,67.0,1411.0,0.1273792093704246,0.0029282576866764276,8575.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,30.0,0.0,0.0,0.0,24.0,0.3333333333333333,0.0,54.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway International",83.0,13.0,8.29,0.0,2.23,0.0,2.47,0.0,0.0,1531.0,1377.0,0.0,76.0,0.0,78.0,0.1566265060240964,0.0,1531.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,MEM,"Memphis, TN: Memphis International",236.0,34.0,20.2,0.19,10.43,0.0,3.18,0.0,0.0,955.0,651.0,4.0,205.0,0.0,95.0,0.1440677966101695,0.0,955.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",646.0,98.0,32.63,0.97,45.78,2.0,16.62,4.0,1.0,6487.0,1828.0,1042.0,2165.0,220.0,1232.0,0.15170278637770898,0.006191950464396285,6487.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",306.0,25.0,12.7,1.34,5.71,0.0,5.25,0.0,0.0,1016.0,569.0,88.0,163.0,0.0,196.0,0.08169934640522876,0.0,1016.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,MLB,"Melbourne, FL: Melbourne International",90.0,1.0,0.13,0.0,0.79,0.0,0.08,0.0,0.0,39.0,5.0,0.0,31.0,0.0,3.0,0.011111111111111112,0.0,39.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",160.0,5.0,3.0,0.88,0.01,0.0,1.11,0.0,0.0,290.0,200.0,63.0,1.0,0.0,26.0,0.03125,0.0,290.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,MSO,"Missoula, MT: Missoula International",61.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.03278688524590164,0.0,50.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4343.0,391.0,172.84,11.01,117.57,0.0,89.58,13.0,1.0,31244.0,19197.0,793.0,3850.0,0.0,7404.0,0.09002993322588072,0.0029933225880727607,31244.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",303.0,15.0,9.58,0.0,3.22,0.0,2.2,97.0,0.0,480.0,351.0,0.0,65.0,0.0,64.0,0.04950495049504951,0.3201320132013201,480.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",149.0,12.0,10.38,0.0,1.62,0.0,0.0,0.0,0.0,650.0,592.0,0.0,58.0,0.0,0.0,0.08053691275167785,0.0,650.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",60.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,146.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,146.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",80.0,10.0,5.93,0.0,1.79,0.0,2.28,0.0,0.0,620.0,251.0,0.0,48.0,0.0,321.0,0.125,0.0,620.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",123.0,11.0,7.66,0.0,0.42,0.0,2.91,0.0,0.0,574.0,430.0,0.0,25.0,0.0,119.0,0.08943089430894309,0.0,574.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",146.0,16.0,8.62,0.0,4.4,0.0,2.98,0.0,0.0,645.0,467.0,0.0,117.0,0.0,61.0,0.1095890410958904,0.0,645.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,ONT,"Ontario, CA: Ontario International",102.0,5.0,3.75,0.31,0.69,0.0,0.25,0.0,2.0,542.0,505.0,9.0,20.0,0.0,8.0,0.049019607843137254,0.0,542.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",697.0,115.0,53.45,0.95,43.63,0.19,16.79,5.0,2.0,7052.0,3503.0,86.0,2386.0,59.0,1018.0,0.1649928263988522,0.007173601147776184,7052.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",192.0,27.0,19.44,0.0,5.22,0.0,2.34,0.0,0.0,993.0,785.0,0.0,123.0,0.0,85.0,0.140625,0.0,993.0,2021-09-01
2021,9,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",308.0,26.0,15.62,0.0,4.4,0.0,5.98,1.0,0.0,1221.0,493.0,0.0,161.0,0.0,567.0,0.08441558441558442,0.003246753246753247,1221.0,2021-09-01
